"OTU"	"Discrete"	"Continuous"	"Level1"	"N_level1"	"Level2"	"N_level2"	"mean.level1"	"mean.level2"	"median.level1"	"median.level2"	"sd.level1"	"sd.level2"	"statistic"	"EffectSize_r"	"p.value"	"N"	"Dominant"	"q.value"	"Effect_size"	"ColorGroup"
"s_Fournierella_sp900543285_sv_235"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	1.55147573796156	0	1.3423902483724	0	0.988236472115855	0	-0.748595071379447	2.83471678844937e-11	52	"B2"	9.626225760776e-10	"Large effect"	"B2 Large effect"
"s_Akkermansia_sp004167605_sv_3"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	36.8634196035987	0	37.2712104603605	0	23.6583581552835	0	-0.746170394497886	2.83471678844937e-11	52	"B2"	9.626225760776e-10	"Large effect"	"B2 Large effect"
"s_Bacteroides_xylanisolvens_sv_46"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	11.7617898227404	0	10.9955736551123	0	7.64261078409855	0	-0.742157505745337	2.83471678844937e-11	52	"B2"	9.626225760776e-10	"Large effect"	"B2 Large effect"
"s_Enterocloster_asparagiformis_sv_472"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.402577386148379	0	0.392699059111152	0	0.263711116582566	54	-0.739520093209579	5.28917000822065e-09	52	"B2"	3.91879414245439e-08	"Large effect"	"B2 Large effect"
"s_Butyricimonas_paravirosa_sv_359"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	1.01153239857526	0	0.963459044272001	0	0.666826008482954	27	-0.737441343454478	4.25395320958751e-10	52	"B2"	4.68509711596462e-09	"Large effect"	"B2 Large effect"
"s_Bacteroides_xylanisolvens_sv_24"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	19.3110042293317	0	17.1704706223395	0	12.7936947338818	13.5	-0.735805840125586	1.12519126534921e-10	52	"B2"	1.87149159440737e-09	"Large effect"	"B2 Large effect"
"s_Sutterella_wadsworthensis_sv_335"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.92728038363661	0	0.916878439577175	0	0.615143826032093	54	-0.735369636998448	5.28917000822065e-09	52	"B2"	3.91879414245439e-08	"Large effect"	"B2 Large effect"
"s_Alistipes_shahii_sv_189"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	1.45562321367165	0	1.22114076519217	0	0.978653165224366	0	-0.730933711893131	2.83471678844937e-11	52	"B2"	9.626225760776e-10	"Large effect"	"B2 Large effect"
"uc_uc_k_sv_732"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.233255781929315	0	0.263528740369109	0	0.157058727871225	67.5	-0.730435566739092	1.74522910585704e-08	52	"B2"	1.07754675854052e-07	"Large effect"	"B2 Large effect"
"s_Enterocloster_lavalensis_sv_545"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.366094809989703	0	0.336599193523845	0	0.248601094424828	40.5	-0.727605834923017	1.53440126156428e-09	52	"B2"	1.38948558686098e-08	"Large effect"	"B2 Large effect"
"uc_uc_k_sv_176"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	3.24011587933378	0	3.895034486754	0	2.23027691416646	94.5	-0.723046540093539	1.67742668656749e-07	52	"B2"	7.81201571172861e-07	"Large effect"	"B2 Large effect"
"uc_uc_k_sv_558"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.368849274910134	0	0.399185291254346	0	0.257666378394829	81	-0.718041011127649	5.5212693336402e-08	52	"B2"	2.92197045903686e-07	"Large effect"	"B2 Large effect"
"s_Blautia_celeris_sv_179"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	1.58360441944828	0	1.63551435138062	0	1.12321892294071	27	-0.712835821423183	4.25395320958751e-10	52	"B2"	4.68509711596462e-09	"Large effect"	"B2 Large effect"
"s_Blautia_celeris_sv_184"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	1.56224119473843	0	1.54126803390113	0	1.10969054891432	40.5	-0.712332480873526	1.53440126156428e-09	52	"B2"	1.38948558686098e-08	"Large effect"	"B2 Large effect"
"s_Butyricimonas_paravirosa_sv_561"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.468437306671071	0	0.454309542050171	0	0.334001909543037	67.5	-0.711029964663821	1.74522910585704e-08	52	"B2"	1.07754675854052e-07	"Large effect"	"B2 Large effect"
"s_Sutterella_wadsworthensis_sv_365"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.792857680502582	0	0.763212978245105	0	0.57404812975301	54	-0.7057284580005	5.28917000822065e-09	52	"B2"	3.91879414245439e-08	"Large effect"	"B2 Large effect"
"s_Blautia_celeris_sv_199"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	1.33467195080632	0	1.41261147517401	0	0.971701013803066	54	-0.703802132194281	5.28917000822065e-09	52	"B2"	3.91879414245439e-08	"Large effect"	"B2 Large effect"
"s_Fournierella_sp900543285_sv_339"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.961492139574044	0	0.8295937665418	0	0.701292874073579	13.5	-0.703163709693012	1.12519126534921e-10	52	"B2"	1.87149159440737e-09	"Large effect"	"B2 Large effect"
"s_Blautia_celeris_sv_190"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	1.44743527581666	0	1.2690895083238	0	1.07003045550783	40.5	-0.698456401006105	1.53440126156428e-09	52	"B2"	1.38948558686098e-08	"Large effect"	"B2 Large effect"
"uc_uc_k_sv_682"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.272096886978385	0	0.305285191298042	0	0.203464369937881	81	-0.694429737104367	5.5212693336402e-08	52	"B2"	2.92197045903686e-07	"Large effect"	"B2 Large effect"
"s_UBA7173_sp001689485_sv_614"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.311324978893865	0	0.325576735132179	0	0.232880463370624	81	-0.694304318738423	5.5212693336402e-08	52	"B2"	2.92197045903686e-07	"Large effect"	"B2 Large effect"
"s_Alistipes_finegoldii_sv_387"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.462915717466777	0	0.385383617708801	0	0.350422215509414	27	-0.690089279299598	4.25395320958751e-10	52	"B2"	4.68509711596462e-09	"Large effect"	"B2 Large effect"
"s_Blautia_celeris_sv_169"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	1.82093664853049	0	1.66930049432314	0	1.38614580502178	27	-0.688104990679108	4.25395320958751e-10	52	"B2"	4.68509711596462e-09	"Large effect"	"B2 Large effect"
"uc_uc_k_sv_718"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.217483964382382	0	0.22833600502239	0	0.167693062383837	81	-0.683524271827363	5.5212693336402e-08	52	"B2"	2.92197045903686e-07	"Large effect"	"B2 Large effect"
"s_Allocoprobacillus_merdigallinarum_sv_254"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	1.58383049254054	0	1.3762803680402	0	1.24412013130244	67.5	-0.676851029834959	1.74522910585704e-08	52	"B2"	1.07754675854052e-07	"Large effect"	"B2 Large effect"
"s_Sutterella_wadsworthensis_sv_432"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.567123923696291	0	0.488365102698268	0	0.450301744725189	67.5	-0.672962562584159	1.74522910585704e-08	52	"B2"	1.07754675854052e-07	"Large effect"	"B2 Large effect"
"s_Allocoprobacillus_merdigallinarum_sv_160"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	2.68372968919779	0	2.60807248255208	0	2.14463829379478	67.5	-0.670633064135888	1.74522910585704e-08	52	"B2"	1.07754675854052e-07	"Large effect"	"B2 Large effect"
"s_Luxibacter_massiliensis_sv_71"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	6.86260700943129	0	5.87965212932654	0	5.53245452940959	0	-0.667439541076787	2.83471678844937e-11	52	"B2"	9.626225760776e-10	"Large effect"	"B2 Large effect"
"s_Allocoprobacillus_merdigallinarum_sv_262"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	1.43294122188926	0	1.18897421998698	0	1.1669622027111	94.5	-0.66374243527528	1.67742668656749e-07	52	"B2"	7.81201571172861e-07	"Large effect"	"B2 Large effect"
"s_Eisenbergiella_tayi_sv_322"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.848308387750842	0	0.577147872524106	0	0.693780900490596	13.5	-0.662192227283494	1.12519126534921e-10	52	"B2"	1.87149159440737e-09	"Large effect"	"B2 Large effect"
"uc_uc_k_sv_777"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.193812316556973	0	0.225905987741652	0	0.159540610934861	108	-0.659811140182589	4.90179097925398e-07	52	"B2"	2.03824471841428e-06	"Large effect"	"B2 Large effect"
"s_Collinsella_intestinalis_sv_482"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.607212245960035	0	0.448901897793787	0	0.499946265880512	13.5	-0.659732622862946	1.12519126534921e-10	52	"B2"	1.87149159440737e-09	"Large effect"	"B2 Large effect"
"s_Coprobacter_fastidiosus_sv_207"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0.00472639587686335	1.5171114268155	0	1.47378136450506	0.0245590733862342	1.24723722456439	56	-0.659060621828111	1.03482563496531e-08	52	"B2"	7.02819077080607e-08	"Large effect"	"B2 Large effect"
"s_Eisenbergiella_tayi_sv_343"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.7544327580876	0	0.575310106445312	0	0.623411763433143	54	-0.658403872340525	5.28917000822065e-09	52	"B2"	3.91879414245439e-08	"Large effect"	"B2 Large effect"
"s_Coprobacter_fastidiosus_sv_157"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	2.29131362389102	0	2.18384050034987	0	1.90007141683165	40.5	-0.657108036880768	1.53440126156428e-09	52	"B2"	1.38948558686098e-08	"Large effect"	"B2 Large effect"
"s_Butyricimonas_virosa_sv_569"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.449255841741703	0	0.417325123580786	0	0.373311449195026	67.5	-0.656352178591272	1.74522910585704e-08	52	"B2"	1.07754675854052e-07	"Large effect"	"B2 Large effect"
"s_Prevotella_intestinigallinarum_sv_303"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	1.12109594633444	0	0.895336021613491	0	0.93368231465228	40.5	-0.655522398662725	1.53440126156428e-09	52	"B2"	1.38948558686098e-08	"Large effect"	"B2 Large effect"
"s_Eisenbergiella_tayi_sv_295"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.954046422323326	0	0.834650247161572	0	0.814566554070928	13.5	-0.646328061932996	1.12519126534921e-10	52	"B2"	1.87149159440737e-09	"Large effect"	"B2 Large effect"
"s_Avimicrobium_caecorum_sv_803"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.166839199349988	0	0.152642595649021	0	0.142937757152836	108	-0.645052947249622	4.90179097925398e-07	52	"B2"	2.03824471841428e-06	"Large effect"	"B2 Large effect"
"s_Avimicrobium_caecorum_sv_735"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.242437731796535	0	0.25005775624832	0	0.211217363396422	108	-0.63881314996083	4.90179097925398e-07	52	"B2"	2.03824471841428e-06	"Large effect"	"B2 Large effect"
"s_Enterocloster_lavalensis_sv_477"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.428544074745308	0	0.406630777934974	0	0.373370490401319	81	-0.638800188673497	5.5212693336402e-08	52	"B2"	2.92197045903686e-07	"Large effect"	"B2 Large effect"
"uc_uc_k_sv_720"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.241661221830778	0	0.24563022741751	0	0.213135170652657	108	-0.634238118607556	4.90179097925398e-07	52	"B2"	2.03824471841428e-06	"Large effect"	"B2 Large effect"
"uc_uc_k_sv_114"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0.142149120251628	4.2371318888374	0	3.14729954462187	0.529917163554667	3.70398087394748	79	-0.620634886168652	2.02570810553012e-07	52	"B2"	9.07116541762113e-07	"Large effect"	"B2 Large effect"
"s_Bacteroides_finegoldii_sv_198"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	1.93559251319164	0	1.22732822708333	0	1.77377264271381	0	-0.619849383851611	2.83471678844937e-11	52	"B2"	9.626225760776e-10	"Large effect"	"B2 Large effect"
"s_Prevotella_intestinigallinarum_sv_228"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	1.53764586770876	0	1.15952645762408	0	1.4178021566477	54	-0.617525644896591	5.28917000822065e-09	52	"B2"	3.91879414245439e-08	"Large effect"	"B2 Large effect"
"s_Butyricimonas_paravirosa_sv_610"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.361263121834012	0	0.316234488442931	0	0.334435392627817	81	-0.616022314640142	5.5212693336402e-08	52	"B2"	2.92197045903686e-07	"Large effect"	"B2 Large effect"
"s_Agathobaculum_hominis_sv_393"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0.00472639587686335	0.919718295560758	0	0.672556530605565	0.0245590733862342	0.853628677516232	112	-0.612926436640686	1.20767139896749e-06	52	"B2"	4.97097065736618e-06	"Large effect"	"B2 Large effect"
"s_CAG-267_sp001917135_sv_206"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	1.96840186615518	0	1.38370112431176	0	1.85398373806211	13.5	-0.609488517215124	1.12519126534921e-10	52	"B2"	1.87149159440737e-09	"Large effect"	"B2 Large effect"
"uc_uc_k_sv_612"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.342212187151401	0	0.27211716980198	0	0.324741020726182	94.5	-0.606654017322298	1.67742668656749e-07	52	"B2"	7.81201571172861e-07	"Large effect"	"B2 Large effect"
"s_Enterocloster_sp005845215_sv_802"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.182542192582434	0	0.195118984344767	0	0.173581562913944	135	-0.605869659960346	3.74816190428569e-06	52	"B2"	1.34570570572372e-05	"Large effect"	"B2 Large effect"
"s_Allocoprobacillus_merdigallinarum_sv_311"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	1.19115490316731	0	1.00093117675651	0	1.14783364663029	94.5	-0.600828637820959	1.67742668656749e-07	52	"B2"	7.81201571172861e-07	"Large effect"	"B2 Large effect"
"s_Alistipes_finegoldii_sv_357"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.45595166395512	0	0.437907389830973	0	0.440750827863075	94.5	-0.599636305103432	1.67742668656749e-07	52	"B2"	7.81201571172861e-07	"Large effect"	"B2 Large effect"
"s_Bacteroides_finegoldii_sv_159"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0.00500595886519133	2.43654352049232	0	1.6440270748136	0.0260117252853337	2.38274658408035	0	-0.594429046443095	4.17598630120306e-11	52	"B2"	1.20403164798446e-09	"Large effect"	"B2 Large effect"
"s_UBA7173_sp001689485_sv_680"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.223248705501479	0	0.263528740369109	0	0.219230679250798	108	-0.593651903796849	4.90179097925398e-07	52	"B2"	2.03824471841428e-06	"Large effect"	"B2 Large effect"
"s_Turicibacter_sp002311155_sv_144"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0.136182756739457	3.72401890785221	0	3.19769233847653	0.418778500281831	3.5625816923727	81.5	-0.586600819587594	3.51531230359692e-07	52	"B2"	1.5655625832959e-06	"Large effect"	"B2 Large effect"
"uc_uc_k_sv_30"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	1.05007378208503	18.139452327124	0	14.8517601314169	4.06387395745087	16.5922831889366	62.5	-0.585992754799045	4.44326105327227e-08	52	"B2"	2.5501815200119e-07	"Large effect"	"B2 Large effect"
"s_Ruthenibacterium_lactatiformans_sv_360"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	1.20836169124702	0	0.897803795587573	0	1.21434522040636	67.5	-0.584858803856138	1.74522910585704e-08	52	"B2"	1.07754675854052e-07	"Large effect"	"B2 Large effect"
"uc_uc_k_sv_37"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0.931712816944681	15.9487949714921	0	10.8396732712711	3.70582719625504	14.6509546693095	62.5	-0.583379064106936	4.44326105327227e-08	52	"B2"	2.5501815200119e-07	"Large effect"	"B2 Large effect"
"s_UBA3282_sp003611805_sv_13"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	2.03478132345806	35.9445404042412	0	28.0846080210205	7.94165687438137	33.338485785091	62.5	-0.581849582314685	4.44326105327227e-08	52	"B2"	2.5501815200119e-07	"Large effect"	"B2 Large effect"
"s_Agathobaculum_hominis_sv_447"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.765764992503904	0	0.496993173031634	0	0.776525103140203	121.5	-0.581424866894315	1.37992101272521e-06	52	"B2"	5.25530666061235e-06	"Large effect"	"B2 Large effect"
"s_Lawsonibacter_sp000177015_sv_158"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	3.27813049386407	0	2.25612350168514	0	3.33836334084624	81	-0.579804009464437	5.5212693336402e-08	52	"B2"	2.92197045903686e-07	"Large effect"	"B2 Large effect"
"s_Agathobaculum_hominis_sv_328"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	1.24694232322628	0	1.12092755100927	0	1.27413306006681	108	-0.578521962907484	4.90179097925398e-07	52	"B2"	2.03824471841428e-06	"Large effect"	"B2 Large effect"
"s_Anaerostipes_hadrus_sv_292"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.872340196444402	0	0.923630579921471	0	0.892876097437325	148.5	-0.577875312954455	9.83832569183537e-06	52	"B2"	3.16926301930665e-05	"Large effect"	"B2 Large effect"
"uc_uc_k_sv_93"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.534615585043369	0	0.285420006277988	0	0.555350926670394	121.5	-0.572240309526627	1.37992101272521e-06	52	"B2"	5.25530666061235e-06	"Large effect"	"B2 Large effect"
"s_Agathobaculum_hominis_sv_492"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.618821695679953	0	0.421894078059896	0	0.646518510328884	135	-0.570055236995729	3.74816190428569e-06	52	"B2"	1.34570570572372e-05	"Large effect"	"B2 Large effect"
"s_UBA7173_sp001689485_sv_709"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.202046038672375	0	0.162993631750848	0	0.211984996983805	121.5	-0.568440881285225	1.37992101272521e-06	52	"B2"	5.25530666061235e-06	"Large effect"	"B2 Large effect"
"s_Alitiscatomonas_sp900541255_sv_329"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.685989479849412	0	0.632468976885863	0	0.728904911767823	162	-0.563615486651469	2.49941450780986e-05	52	"B2"	7.40735572314559e-05	"Large effect"	"B2 Large effect"
"s_Bacteroides_uniformis_sv_34"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	8.96847589374688	0	7.1717197970373	0	9.59558410933865	148.5	-0.560984034785677	9.83832569183537e-06	52	"B2"	3.16926301930665e-05	"Large effect"	"B2 Large effect"
"s_Alitiscatomonas_sp900541255_sv_290"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.870421522461019	0	0.841497983809612	0	0.931820465963839	148.5	-0.560764857565954	9.83832569183537e-06	52	"B2"	3.16926301930665e-05	"Large effect"	"B2 Large effect"
"s_Anaerostipes_hadrus_sv_250"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.974271673648646	0	0.973758621688501	0	1.04373834579063	148.5	-0.560493854029687	9.83832569183537e-06	52	"B2"	3.16926301930665e-05	"Large effect"	"B2 Large effect"
"uc_uc_k_sv_351"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	1.29702612002646	0	0.944423791403082	0	1.39276648425437	94.5	-0.559600893992282	1.67742668656749e-07	52	"B2"	7.81201571172861e-07	"Large effect"	"B2 Large effect"
"s_Phocaeicola_vulgatus_sv_327"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	1.40547083109785	0	0.970428021345158	0	1.51965222313086	40.5	-0.556976297967066	1.53440126156428e-09	52	"B2"	1.38948558686098e-08	"Large effect"	"B2 Large effect"
"s_Eubacterium_R_sp000436835_sv_427"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.616837184006938	0	0.406970918915223	0	0.667089091858571	94.5	-0.556896576854067	1.67742668656749e-07	52	"B2"	7.81201571172861e-07	"Large effect"	"B2 Large effect"
"s_Alitiscatomonas_sp900541255_sv_274"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.897323667030329	0	0.729298252634997	0	0.974472669917418	148.5	-0.555312123270899	9.83832569183537e-06	52	"B2"	3.16926301930665e-05	"Large effect"	"B2 Large effect"
"s_Bacteroides_uniformis_sv_62"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	4.26089469916161	0	2.28191084451187	0	4.63082670556311	148.5	-0.555016544580296	9.83832569183537e-06	52	"B2"	3.16926301930665e-05	"Large effect"	"B2 Large effect"
