"Discrete"	"Continuous"	"Level1"	"N_level1"	"Level2"	"N_level2"	"mean.level1"	"mean.level2"	"median.level1"	"median.level2"	"sd.level1"	"sd.level2"	"statistic"	"EffectSize_r"	"p.value"	"N"	"Dominant"	"p.adjust"
"Disease"	"Richness"	"HC"	40	"SpA"	89	275.4	245.067415730337	275	254	71.8380657611805	80.0576209751464	2125.5	0.178505669114526	0.0789457459424723	129	"HC"	0.236837237827417
"Disease"	"InvSimpson"	"HC"	40	"SpA"	89	42.9583753397649	40.6110949672417	39.461133598278	40.6827560959375	12.3351418841584	11.4768448844093	1918	0.0923840937334033	0.483828043071915	129	"SpA"	0.483828043071915
"Disease"	"Pielou"	"HC"	40	"SpA"	89	0.786945608881066	0.79291900245938	0.782318657668311	0.79221036017524	0.0351647356736321	0.0301642152739883	1511	0.0869352441432078	0.171556520854098	129	"SpA"	0.257334781281147
