"OTU"	"Discrete"	"Continuous"	"Level1"	"N_level1"	"Level2"	"N_level2"	"mean.level1"	"mean.level2"	"median.level1"	"median.level2"	"sd.level1"	"sd.level2"	"statistic"	"EffectSize_r"	"p.value"	"N"	"Dominant"	"q.value"
"s_Akkermansia_sp004167605"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	36.8634196035987	0	37.2712104603605	0	23.6583581552835	0	0.746170394497886	2.83471678844937e-11	52	"B2"	6.69701841271164e-10
"s_Bacteroides_fragilis"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	8.68523214004441	0	4.93834729570597	0	13.990322821888	0	0.41130862912567	2.83471678844937e-11	52	"B2"	6.69701841271164e-10
"s_Luxibacter_massiliensis"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	6.86260700943129	0	5.87965212932654	0	5.53245452940959	0	0.667439541076787	2.83471678844937e-11	52	"B2"	6.69701841271164e-10
"s_Hungatella_effluvii"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	19.9459008316748	0	7.65096059898108	0	37.4511508141011	0	0.361180097534973	2.83471678844937e-11	52	"B2"	6.69701841271164e-10
"s_Thomasclavelia_sp000508865"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	2.50133558570381	0	2.28191084451187	0	1.57760419177613	0	0.751753187765242	2.83471678844937e-11	52	"B2"	6.69701841271164e-10
"s_Fournierella_sp900543285"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	2.5129678775356	0	2.05502404520151	0	1.63520345629542	0	0.741695390431734	2.83471678844937e-11	52	"B2"	6.69701841271164e-10
"s_Enterocloster_lavalensis"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	1.25649335685507	0	1.14289211316832	0	0.762311029796059	0	0.76393912427543	2.83471678844937e-11	52	"B2"	6.69701841271164e-10
"s_Avimicrobium_caecorum"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.902228197764387	0	0.915855573894126	0	0.427512761047919	0	0.832504157406282	2.83471678844937e-11	52	"B2"	6.69701841271164e-10
"s_Bacteroides_cellulosilyticus"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0.00288795709265018	120.023559337095	0	120.636760217953	0.015006265243647	34.7598571819179	0	0.921462048965281	4.17598630120306e-11	52	"B2"	7.4457908047137e-10
"s_Bacteroides_finegoldii"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0.00500595886519133	4.37213603368396	0	2.83001856594059	0.0260117252853337	4.12754075310979	0	0.608169597440075	4.17598630120306e-11	52	"B2"	7.4457908047137e-10
"s_Bacteroides_caccae"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	23.1104780704228	0	20.4546606900345	0	18.7494651043847	0	675	0.650419147656049	5.90935778151881e-11	52	"B1"	7.4457908047137e-10
"s_Phocaeicola_massiliensis"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	16.7640440931729	0	14.6689997671427	0	12.80690219231	0	675	0.672444743919542	5.90935778151881e-11	52	"B1"	7.4457908047137e-10
"s_Blautia_pseudococcoides"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	19.4135818551012	0	16.8936566774954	0	16.6350329214558	0	675	0.630054225550899	5.90935778151881e-11	52	"B1"	7.4457908047137e-10
"s_Duodenibacillus_intestinigallinarum"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	5.38126516878106	0	5.6368614489943	0	3.18435850311632	0	675	0.759248344957054	5.90935778151881e-11	52	"B1"	7.4457908047137e-10
"s_Parasutterella_gallistercoris"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	2.13698951262079	0	2.02183274362955	0	1.27920177238346	0	675	0.755629787613524	5.90935778151881e-11	52	"B1"	7.4457908047137e-10
"s_Hungatella_hathewayi"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	67.9605510142718	0.0045667201004478	64.2450684128826	0	44.6905440111795	0.022833600502239	675	0.724931875141494	8.06580845015722e-11	52	"B1"	9.52773623174821e-10
"s_Sutterella_wadsworthensis"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	4.09203252765189	0	4.20748991904806	0	2.4191073213949	13.5	0.771874747146721	1.12519126534921e-10	52	"B2"	1.01267213881429e-09
"s_CAG-267_sp001917135"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	1.96840186615518	0	1.38370112431176	0	1.85398373806211	13.5	0.609488517215124	1.12519126534921e-10	52	"B2"	1.01267213881429e-09
"s_Enterocloster_asparagiformis"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.644324863720022	0	0.422324932646925	0	0.572033417423797	13.5	0.631765415592409	1.12519126534921e-10	52	"B2"	1.01267213881429e-09
"s_Collinsella_intestinalis"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.607212245960035	0	0.448901897793787	0	0.499946265880512	13.5	0.659732622862946	1.12519126534921e-10	52	"B2"	1.01267213881429e-09
"s_Butyricimonas_virosa"	"enterotype"	"Abundance"	"B1"	27	"B2"	25	0	0.562933271133622	0	0.532247055005795	0	0.355485304181325	13.5	0.75135787960721	1.12519126534921e-10	52	"B2"	1.01267213881429e-09
