"OTU"	"Discrete"	"Continuous"	"Level1"	"N_level1"	"Level2"	"N_level2"	"mean.level1"	"mean.level2"	"median.level1"	"median.level2"	"sd.level1"	"sd.level2"	"statistic"	"EffectSize_r"	"p.value"	"N"	"Dominant"	"q.value"	"Effect_size"	"ColorGroup"
"s_Butyricimonas_virosa"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0	0.17128701843503	0	0.151839201773046	0	0.20533739222259	175.5	-0.49981400916592	6.0729150177275e-06	57	"B2"	3.34010325975012e-05	"Medium effect"	"B2 Medium effect"
"s_Bacteroides_sp019412865"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0	6.83007052570427	0	1.47576900828243	0	8.19029218318437	189	-0.499701916011038	1.38456702520816e-05	57	"B2"	6.0346223174167e-05	"Medium effect"	"B2 Medium effect"
"s_Extibacter_hylemonae"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0	2.37176595597235	0	0.704813251730204	0	2.8903166349594	54	-0.493707051037325	9.67348959489242e-10	57	"B2"	1.48971739761343e-08	"Medium effect"	"B2 Medium effect"
"s_Dorea_D_hominis"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.346984175328354	0	0	0	0.456446271908338	0	600	-0.485615222700882	2.34020570536416e-05	57	"B2"	9.48399154279159e-05	"Medium effect"	"B2 Medium effect"
"s_Fournierella_sp900543285"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0	0.882352026345922	0	0.0539210077737725	0	1.0998177910364	189	-0.485350814825185	1.38456702520816e-05	57	"B2"	6.0346223174167e-05	"Medium effect"	"B2 Medium effect"
"s_Sutterella_wadsworthensis"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0	1.87167641597101	0	0	0	2.44684506240659	216	-0.4678909354457	6.67467303170708e-05	57	"B2"	0.000214145759767269	"Medium effect"	"B2 Medium effect"
"s_Bifidobacterium_bifidum"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0	1.07409174445645	0	0.000997418829163304	0	1.4310148587901	202.5	-0.461024510125388	3.07727480918181e-05	57	"B2"	0.00011283340967	"Medium effect"	"B2 Medium effect"
"s_Avimicrobium_caecorum"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0	0.261903931905781	0	0.000138256075329567	0	0.351456258002363	202.5	-0.458426901798791	3.07727480918181e-05	57	"B2"	0.00011283340967	"Medium effect"	"B2 Medium effect"
"s_Eubacterium_F_sp003491505"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.00319090276075133	6.38282862178875	0	0	0.0165804171108993	9.09539254512265	225	-0.43685450272152	0.000212686838956275	57	"B2"	0.000606551355541969	"Medium effect"	"B2 Medium effect"
"s_Blautia_celeris"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0	6.23068982483274	0	0.352676315263346	0	8.91469548810764	108	-0.435603775144524	6.47534780995653e-08	57	"B2"	7.12288259095218e-07	"Medium effect"	"B2 Medium effect"
"s_Akkermansia_muciniphila"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.0958189203840434	0	0	0	0.145831034982139	0	555	-0.433085855142636	0.000313051910391205	57	"B2"	0.000840871991864747	"Medium effect"	"B2 Medium effect"
"s_Mediterraneibacter_hominis"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.182723649033069	0	0	0	0.278630379765553	0	570	-0.432412406306958	0.000135265609089087	57	"B2"	0.000411136259204987	"Medium effect"	"B2 Medium effect"
"s_Bacteroides_rodentium"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0	5.08024654049051	0	0.773489611995492	0	7.47535653405714	189	-0.425808280913355	1.38456702520816e-05	57	"B2"	6.0346223174167e-05	"Medium effect"	"B2 Medium effect"
"s_Caecibacter_massiliensis"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0	0.170274330388883	0	0.031161037721126	0	0.252890226465938	189	-0.422588366545363	1.38456702520816e-05	57	"B2"	6.0346223174167e-05	"Medium effect"	"B2 Medium effect"
"s_Cuneatibacter_caecimuris"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0	0.554319983983343	0	0.094425965395177	0	0.844055337294579	189	-0.414017223830025	1.38456702520816e-05	57	"B2"	6.0346223174167e-05	"Medium effect"	"B2 Medium effect"
"s_Bacteroides_finegoldii"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.0027271831104052	1.67931811714638	0	0.000266636716707022	0.0141708591262966	2.56568038179319	211	-0.412310724038824	9.51691558276554e-05	57	"B2"	0.000293120999949179	"Medium effect"	"B2 Medium effect"
"s_Enterocloster_asparagiformis"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0	0.450486776019605	0	0.0535369709848281	0	0.696589528872193	202.5	-0.408776040738519	3.07727480918181e-05	57	"B2"	0.00011283340967	"Medium effect"	"B2 Medium effect"
"s_Ruminococcus_B_gnavus"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.087004925129141	0	0	0	0.142355812583651	0	540	-0.408132554677375	0.000707809556715205	57	"B2"	0.00181671119556903	"Medium effect"	"B2 Medium effect"
"s_Eubacterium_R_sp000436835"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0	0.267613045436174	0	0	0	0.415514197249355	243	-0.407384107036319	0.000293180000236546	57	"B2"	0.000806245000650501	"Medium effect"	"B2 Medium effect"
"s_Enterocloster_lavalensis"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0	0.720845267909453	0	0	0	1.13490080634034	216	-0.402693809974547	6.67467303170708e-05	57	"B2"	0.000214145759767269	"Medium effect"	"B2 Medium effect"
"s_Victivallis_lenta"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.0546631628417627	0	0	0	0.0917485293740228	0	525	-0.39954558128901	0.0015661934472061	57	"B2"	0.00347875659908277	"Medium effect"	"B2 Medium effect"
"s_Alitiscatomonas_sp900541255"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0	2.79027305801355	0	0	0	4.54874608903076	270	-0.391085301995821	0.00118435091559326	57	"B2"	0.0027634854697176	"Medium effect"	"B2 Medium effect"
"s_Hominiventricola_filiformis"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0	1.40336424872445	0	0	0	2.34135556117757	270	-0.383490088601942	0.00118435091559326	57	"B2"	0.0027634854697176	"Medium effect"	"B2 Medium effect"
"s_Prevotella_rara"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0	1.19594953335545	0	0.000227134980898574	0	2.03074159803401	202.5	-0.377778006470363	3.07727480918181e-05	57	"B2"	0.00011283340967	"Medium effect"	"B2 Medium effect"
"s_Ruminococcus_E_intestinalis"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0	1.20678147402927	0	0	0	2.07410671727039	270	-0.373880090159365	0.00118435091559326	57	"B2"	0.0027634854697176	"Medium effect"	"B2 Medium effect"
"s_Hominiventricola_sp018223365"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0	0.25089921412457	0	0	0	0.43370453971592	297	-0.372042874889408	0.00444680060798884	57	"B2"	0.00851872239166142	"Medium effect"	"B2 Medium effect"
"uc_g_Escherichia"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.218357324910126	0	0	0	0.399864606004711	0	555	-0.371058874527237	0.000313051910391205	57	"B2"	0.000840871991864747	"Medium effect"	"B2 Medium effect"
"s_Blautia_A_intestinalis"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.107918162700975	0	0	0	0.199381127865008	0	525	-0.368241886954019	0.0015661934472061	57	"B2"	0.00347875659908277	"Medium effect"	"B2 Medium effect"
"s_Lachnoclostridium_B_faecipullorum"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0	0.623594516332104	0	0	0	1.09289553089847	270	-0.367658098262171	0.00118435091559326	57	"B2"	0.0027634854697176	"Medium effect"	"B2 Medium effect"
"s_Thomasclavelia_ramosa"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.0973061343741771	2.15574610074343	0	0	0.29704906493971	3.61793435563213	271.5	-0.365796268538734	0.00860451847980581	57	"B2"	0.0155284669440245	"Medium effect"	"B2 Medium effect"
"s_Parabacteroides_distasonis"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	24.8572302941711	35.9821634626124	23.3080526600109	31.4769863506215	8.34166648440189	18.1590273289411	234	-0.362756724187762	0.0057859308811224	57	"B2"	0.0108662604352786	"Medium effect"	"B2 Medium effect"
"s_Diplocloster_modestus"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0	0.145488698101226	0	0	0	0.259535602565735	270	-0.362072057827018	0.00118435091559326	57	"B2"	0.0027634854697176	"Medium effect"	"B2 Medium effect"
"s_Coprobacter_secundus"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.133788483925839	0.0126188824099178	0	0	0.223395515990742	0.0526453624845814	524.5	-0.359440692227794	0.00965835369687574	57	"B2"	0.0172951915037077	"Medium effect"	"B2 Medium effect"
"s_Gemmiger_formicilis"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.0900552215500478	3.21092666209646	0	0	0.29876951252366	5.68129735654709	303	-0.355366801952989	0.0272956197086538	57	"B2"	0.0453617852712161	"Medium effect"	"B2 Medium effect"
"s_Negativibacillus_massiliensis"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0	0.189319219331479	0	0	0	0.347326256898951	283.5	-0.353350313442411	0.00231427323735704	57	"B2"	0.00494997331323588	"Medium effect"	"B2 Medium effect"
"s_Anaerotruncus_colihominis"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.029409083101089	0.222494657167429	0	0.119793739196608	0.0657458434155911	0.349879822341461	237	-0.352361328445538	0.00196889791027489	57	"B2"	0.00433157540260476	"Medium effect"	"B2 Medium effect"
"s_Parabacteroides_sp003473295"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0	0.69646859920166	0	0	0	1.28777175908244	256.5	-0.350945348545904	0.000595091543439825	57	"B2"	0.00156211530152954	"Medium effect"	"B2 Medium effect"
"s_Dorea_A_longicatena"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.436280042484074	0	0	0	0.852682851147259	0	525	-0.350682143219841	0.0015661934472061	57	"B2"	0.00347875659908277	"Medium effect"	"B2 Medium effect"
"s_Bacteroides_stercoris"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0	4.19148998426171	0	0	0	7.77788898296938	229.5	-0.349846864878769	0.000141445061437432	57	"B2"	0.000424335184312295	"Medium effect"	"B2 Medium effect"
"s_Lachnoclostridium_B_ammoniilytica"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.098312125033698	0	0	0	0.193318294315724	0	510	-0.348818192401937	0.00339842470812759	57	"B2"	0.00682640093545628	"Medium effect"	"B2 Medium effect"
"s_Dorea_D_sp000433535"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0	0.985359482037189	0	0	0	1.84830558384861	270	-0.346553652029303	0.00118435091559326	57	"B2"	0.0027634854697176	"Medium effect"	"B2 Medium effect"
"s_Acetatifactor_intestinalis"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.402225504820288	0	0	0	0.798120273381246	0	540	-0.346058473113629	0.000707809556715205	57	"B2"	0.00181671119556903	"Medium effect"	"B2 Medium effect"
"s_Eggerthella_lenta"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.00505438835486032	0.0722143595439642	0	0	0.0262633722954077	0.124158523646739	282	-0.344995675483986	0.00448033634493464	57	"B2"	0.00851872239166142	"Medium effect"	"B2 Medium effect"
"s_Agathobacter_faecis"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0	5.53192329011139	0	0	0	10.5056635956501	243	-0.342808338474713	0.000293180000236546	57	"B2"	0.000806245000650501	"Medium effect"	"B2 Medium effect"
"s_Flavonifractor_plautii"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	2.38918549468077	3.86423010377304	2.13767037097792	4.04244862514822	1.60925202696485	2.37046586419394	248	-0.341017179428915	0.0115913359342555	57	"B2"	0.0202848378849471	"Medium effect"	"B2 Medium effect"
"s_Eubacterium_I_ramulus"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.1067264148406	0	0	0	0.216160918848838	0	510	-0.339867219022608	0.00339842470812759	57	"B2"	0.00682640093545628	"Medium effect"	"B2 Medium effect"
"s_Butyribacter_sp003529475"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.111123961380818	0.0158024441037037	0	0	0.170168101609873	0.0865535509931303	524	-0.33970531251691	0.00427823679253273	57	"B2"	0.00844677520576975	"Medium effect"	"B2 Medium effect"
"s_Anaerostipes_hadrus"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.883720028827708	5.4288066010729	0	0	4.28476991442763	7.76782421585495	273	-0.338252046380518	0.0122407393943224	57	"B2"	0.0212602315796125	"Medium effect"	"B2 Medium effect"
"s_Paramuribaculum_sp910588065"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.0420199766877849	0	0	0	0.0877230229771773	0	495	-0.330873842105273	0.00724898357070568	57	"B2"	0.0133961216386641	"Medium effect"	"B2 Medium effect"
"s_Neobittarella_massiliensis"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.0579381106172016	0	0	0	0.122299531400571	0	525	-0.327634553808824	0.0015661934472061	57	"B2"	0.00347875659908277	"Medium effect"	"B2 Medium effect"
"s_Ruminococcus_C_sp000433635"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.0938833292616561	0	0	0	0.201922713306456	0	510	-0.322201646228306	0.00339842470812759	57	"B2"	0.00682640093545628	"Medium effect"	"B2 Medium effect"
"s_Agathobaculum_hominis"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0	0.643507549069904	0	0	0	1.31235881079335	270	-0.321794068869167	0.00118435091559326	57	"B2"	0.0027634854697176	"Medium effect"	"B2 Medium effect"
"s_Prevotella_intestinigallinarum"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0	1.00340851650321	0	0	0	2.04736015325783	216	-0.32164990908507	6.67467303170708e-05	57	"B2"	0.000214145759767269	"Medium effect"	"B2 Medium effect"
"s_Christensenella_hongkongensis"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	1.57302547623345	0	0	0	3.41065821177044	0	585	-0.319881986561436	5.70092732421753e-05	57	"B2"	0.000196554359984216	"Medium effect"	"B2 Medium effect"
"s_Blautia_A_ammoniilytica"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0	0.408569600987834	0	0	0	0.851155598107589	270	-0.315711239995899	0.00118435091559326	57	"B2"	0.0027634854697176	"Medium effect"	"B2 Medium effect"
"s_Brotaphodocola_sp003478505"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.128339920501643	0	0	0	0.284052228896473	0	510	-0.314028684986621	0.00339842470812759	57	"B2"	0.00682640093545628	"Medium effect"	"B2 Medium effect"
"s_Adlercreutzia_equolifaciens"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.125906689848388	0.0317239088746509	0	0	0.191522181948443	0.0831765520257095	499.5	-0.311001883878332	0.0524512737901963	57	"B2"	0.0758526948812003	"Medium effect"	"B2 Medium effect"
"s_Clostridium_AQ_innocuum"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	9.55143550547555	16.8424652717497	6.76315675969748	11.2153134173075	6.90230837889173	14.1077888573332	286	-0.309138229814764	0.0578345209300633	57	"B2"	0.0809683293020886	"Medium effect"	"B2 Medium effect"
"s_Phocaeicola_plebeius_A"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0	3.34246595003696	0	0	0	7.1883513604303	243	-0.306784390747991	0.000293180000236546	57	"B2"	0.000806245000650501	"Medium effect"	"B2 Medium effect"
"s_Lawsonibacter_sp000177015"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.93923838929757	0.416282487322947	1.02561997737557	0	0.86859683756409	0.797943104143771	555	0.301628811577966	0.0130030937535851	57	"B1"	0.0224157810229714	"Medium effect"	"B1 Medium effect"
"s_Blautia_A_caecimuris"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	17.1916480915745	6.27379286799046	14.3036878595901	0	16.2224982052876	17.3975716445906	632	0.310028594183153	8.98671158735879e-05	57	"B1"	0.000284374024202723	"Medium effect"	"B1 Medium effect"
"s_Roseburia_hominis"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	2.07735579356993	0.458361604355806	0.180731183775014	0	3.18229149350463	1.22865172207674	521	0.326002754865268	0.0439073130521127	57	"B1"	0.0667275612831449	"Medium effect"	"B1 Medium effect"
"s_Clostridium_AP_sp000509125"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	1.27556315754997	0.562244207920833	0.851435027303198	0	1.20854890401059	0.84947218617644	586.5	0.327746435226633	0.00310450113433701	57	"B1"	0.0064607185768635	"Medium effect"	"B1 Medium effect"
"s_Blautia_A_faecis"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	13.7852939938078	2.8798267810119	2.95194266832522	0	20.6057139884015	9.08248338037628	557.5	0.331363338146016	0.00741722419634925	57	"B1"	0.0135982443599736	"Medium effect"	"B1 Medium effect"
"s_Alitiscatomonas_sp900066535"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	5.20897572071783	1.99917074570611	4.44446689555154	0	5.40493409053752	3.64970500498165	563	0.333632132300324	0.00690991309209264	57	"B1"	0.0128724993893016	"Medium effect"	"B1 Medium effect"
"s_Alistipes_timonensis"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.755077801447452	0	0.287972190154179	0	1.55495503448219	0	660	0.334907618813994	4.96706927488813e-07	57	"B1"	3.58560313280987e-06	"Medium effect"	"B1 Medium effect"
"s_Butyricicoccus_sp900604335"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.432411383552898	0.145535739299218	0.271023868139662	0	0.513925608767026	0.25285498055537	556	0.340832564051081	0.00984850074296792	57	"B1"	0.0175000282432738	"Medium effect"	"B1 Medium effect"
"s_Enterocloster_aldenensis"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	39.2689352220761	2.63105450222557	3.91584231512529	0.349920062621833	73.1081295025633	4.63556480642076	607	0.343679714610192	0.00109912763885052	57	"B1"	0.0027634854697176	"Medium effect"	"B1 Medium effect"
"s_Roseburia_inulinivorans"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	2.38477165312788	0	0.308174785488903	0	4.46020523944426	0	660	0.364368672275091	4.96706927488813e-07	57	"B1"	3.58560313280987e-06	"Medium effect"	"B1 Medium effect"
"s_Phascolarctobacterium_faecium"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	11.4356098090156	3.5108775769706	8.75816233242358	0	12.9786864826143	6.66681577721277	544.5	0.365562416838136	0.0102201051380261	57	"B1"	0.0180217121136185	"Medium effect"	"B1 Medium effect"
"s_Ruminococcus_E_bromii_B"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	1.78813756649942	0	0.294535775923762	0	3.30316669062618	0	630	0.368285699190822	3.62339307984656e-06	57	"B1"	2.04147268645013e-05	"Medium effect"	"B1 Medium effect"
"s_Acetatifactor_acetigignens"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.688254129885492	0	0.240974911700018	0	1.19087030202674	0	645	0.389446467466329	1.36302514245279e-06	57	"B1"	8.50969751098903e-06	"Medium effect"	"B1 Medium effect"
"s_Hungatella_hathewayi"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	40.5329831844003	0.0241018922940874	10.9433031915715	0	67.4648907527332	0.0595661919109886	652.5	0.402152421112132	8.69437398856561e-06	57	"B1"	4.67069858455501e-05	"Medium effect"	"B1 Medium effect"
"s_Choladousia_sp902363665"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	1.85693168809532	0	0.662705495828463	0	2.79243605232743	0	675	0.437301281844164	1.75119335523171e-07	57	"B1"	1.55586794253279e-06	"Medium effect"	"B1 Medium effect"
"s_Sellimonas_intestinalis"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	2.13127650032642	0.683469543093021	1.92779929360014	0.0269111267171257	1.9018547944601	0.925647206306609	623	0.443657882973984	0.000412412431012753	57	"B1"	0.00109502610993041	"Medium effect"	"B1 Medium effect"
"s_Enterocloster_clostridioformis"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	26.25372583424	5.66993671287761	23.9310317938056	0.00127393097982244	24.325222566046	16.3588839071663	576.5	0.450346021870058	0.00449906550555278	57	"B1"	0.00851872239166142	"Medium effect"	"B1 Medium effect"
"s_Holdemania_filiformis"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.587967262786371	0.183335114806133	0.621899472156091	0	0.504175625577833	0.249482207150477	578	0.461324363456089	0.00396462116031209	57	"B1"	0.0078950645520008	"Medium effect"	"B1 Medium effect"
"s_Anthropogastromicrobium_aceti"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.971399342590332	0	0.481949823400036	0	1.34669444880778	0	660	0.466398869290483	4.96706927488813e-07	57	"B1"	3.58560313280987e-06	"Medium effect"	"B1 Medium effect"
"s_Lawsonibacter_aceti"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.192825664060345	0	0.12215259262731	0	0.265527397477523	0	615	0.468848812815718	9.34343494096428e-06	57	"B1"	4.69202928557119e-05	"Medium effect"	"B1 Medium effect"
"s_Lachnoclostridium_A_edouardi"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	1.63738135008197	0	1.02561997737557	0	2.19824580173942	0	675	0.478119735317987	1.75119335523171e-07	57	"B1"	1.55586794253279e-06	"Medium effect"	"B1 Medium effect"
"s_Enterocloster_citroniae"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.25635721632059	0.0549882724454058	0.283811675767733	0	0.228472472482303	0.130135389150843	613.5	0.483213786940235	0.000180306857839375	57	"B1"	0.000533985694370457	"Medium effect"	"B1 Medium effect"
"s_Duodenibacillus_intestinigallinarum"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.449689502931698	0	0.286996867346939	0	0.587648198302775	0	675	0.488060849866347	1.75119335523171e-07	57	"B1"	1.55586794253279e-06	"Medium effect"	"B1 Medium effect"
"s_Holdemanella_porci"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.721425088146407	0	0.205449856992602	0	0.938653926829333	0	645	0.489671149059053	1.36302514245279e-06	57	"B1"	8.50969751098903e-06	"Medium effect"	"B1 Medium effect"
"s_Eisenbergiella_tayi"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	8.66286038011212	1.98518074944882	6.7529086309009	0.458001263559929	8.27799807612798	2.39051419283817	657.5	0.491121976003295	4.95968356874234e-05	57	"B1"	0.000179013578809294	"Medium effect"	"B1 Medium effect"
"s_Hominiventricola_sp003480725"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	0.216223259260955	0	0.0956656224489796	0	0.278801265268698	0	615	0.493017922127485	9.34343494096428e-06	57	"B1"	4.69202928557119e-05	"Medium effect"	"B1 Medium effect"
"s_Anaerobutyricum_hallii"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	1.79121673831246	0	0.310949736078045	0	2.27539199095451	0	630	0.498568213597942	3.62339307984656e-06	57	"B1"	2.04147268645013e-05	"Medium effect"	"B1 Medium effect"
"s_Blautia_A_acetigignens"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	4.59761320859934	0	0.957241271752225	0	5.83693888307071	0	690	0.498787221466657	5.96531528427613e-08	57	"B1"	6.88993915333893e-07	"Medium effect"	"B1 Medium effect"
"s_Schaedlerella_glycyrrhizinilytica_A"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	2.96469724468434	0	2.17190112856002	0	3.75229203816709	0	675	0.499933852713849	1.75119335523171e-07	57	"B1"	1.55586794253279e-06	"Medium effect"	"B1 Medium effect"
"s_Phocaeicola_massiliensis"	"enterotype"	"Abundance"	"B1"	27	"B2"	30	12.1492105725753	0.00175545779111645	7.89390388911392	0	14.8745502600622	0.0096150383094267	655	0.512302698189118	1.32278903563297e-06	57	"B1"	8.50969751098903e-06	"Large effect"	"B1 Large effect"
