"Discrete"	"Continuous"	"Mean.HC"	"Mean.SpAHigh"	"Mean.SpALow"	"SD.HC"	"SD.SpAHigh"	"SD.SpALow"	"N.HC"	"N.SpAHigh"	"N.SpALow"	"Kruskal.Wallis.chi.squared"	"Effsize_eta2"	"p.value"	"Total_N"	"p.adjust"
"Disease_activity"	"Richness"	94.9655172413793	86.6229508196721	91.4827586206897	33.0221600472651	22.2853942710065	22.4604743138684	29	61	29	1.40211617020184	-0.00515417094653583	0.496060152156686	119	0.496060152156686
"Disease_activity"	"InvSimpson"	11.8071849178054	7.91568222701976	8.76478668613655	4.7607479368726	3.42581262689937	3.39080120581809	29	61	29	14.0796442941224	0.104134864604503	0.000876282397799605	119	0.00131442359669941
"Disease_activity"	"Pielou"	0.679832137141235	0.597838576504722	0.618883947796786	0.0879712679979021	0.0902189948915166	0.0664794230422121	29	61	29	14.140900000475	0.104662931038577	0.000849850590138958	119	0.00131442359669941
