Feature	Level1	N_level1	Level2	N_level2	mean.level1	mean.level2	median.level1	median.level2	sd.level1	sd.level2	statistic	EffectSize_r	p.value	N	Dominant	q.value
Streptococcus_gordonii_cristatus__ref_mOTU_v25_03970_	Non_responder	15	Responder	49	0.266666666666667	0.142857142857143	0	0	0.457737708217063	0.408248290463863	418.5	0.124894470221796	0.203790291448926	64	Responder	0.637570893264012
Lachnospiraceae_species_incertae_sedis__ext_mOTU_v26_18295_	Non_responder	15	Responder	49	0.333333333333333	0.122448979591837	0	0	0.617213399848368	0.331200660553418	423.5	0.212732339388774	0.162518492817353	64	Responder	0.637570893264012
Lachnospiraceae_species_incertae_sedis__ext_mOTU_v26_16311_	Non_responder	15	Responder	49	0.0666666666666667	0.285714285714286	0	0	0.258198889747161	0.577350269189626	308	0.17613572484219	0.16838701000369	64	Responder	0.637570893264012
Bacteria_species_incertae_sedis__ext_mOTU_v26_16372_	Non_responder	15	Responder	49	0.4	0.183673469387755	0	0	0.736788397613007	0.56544486128752	421.5	0.150090862129518	0.179212028168402	64	Responder	0.637570893264012
Lachnospiraceae_species_incertae_sedis__ext_mOTU_v26_16332_	Non_responder	15	Responder	49	0.4	0.224489795918367	0	0	0.632455532033676	0.550200952775778	426.5	0.130384204806515	0.185821231951026	64	Responder	0.637570893264012
Clostridiales_species_incertae_sedis__ext_mOTU_v26_18072_	Non_responder	15	Responder	49	0.533333333333333	0.183673469387755	0	0	1.35576371027375	0.726678212477707	412	0.16227990306085	0.19803055394366	64	Responder	0.637570893264012
Clostridiales_species_incertae_sedis__ext_mOTU_v26_17897_	Non_responder	15	Responder	49	0.733333333333333	0.183673469387755	0	0	1.79151438998513	0.882077788230605	413	0.199577203044362	0.187906818730247	64	Responder	0.637570893264012
Lachnospiraceae_species_incertae_sedis__ext_mOTU_v26_16262_	Non_responder	15	Responder	49	0.733333333333333	0.285714285714286	0	0	1.43759057685652	0.735980072193987	426	0.198936309407446	0.202609120690452	64	Responder	0.637570893264012
Clostridiales_sp___ref_mOTU_v25_03444_	Non_responder	15	Responder	49	1.26666666666667	0.163265306122449	0	0	4.09645607579922	0.514252644439409	422	0.229372228357042	0.174624236523296	64	Responder	0.637570893264012
Faecalicoccus_pleomorphus__ref_mOTU_v25_07086_	Non_responder	15	Responder	49	0.866666666666667	0.306122448979592	0	0	2.58751581545661	1.7224507931125	412.5	0.121720727480109	0.192877179411029	64	Responder	0.637570893264012
Clostridiales_species_incertae_sedis__meta_mOTU_v25_14223_	Non_responder	15	Responder	49	1.26666666666667	0.183673469387755	0	0	3.17280107581088	0.486204234682432	421.5	0.282834856258336	0.196648779409785	64	Responder	0.637570893264012
Lachnospiraceae_species_incertae_sedis__ext_mOTU_v26_17479_	Non_responder	15	Responder	49	0.733333333333333	0.36734693877551	0	0	0.961150104723255	0.635540372144721	441.5	0.211475199111257	0.163435755419378	64	Responder	0.637570893264012
Clostridiales_species_incertae_sedis__ext_mOTU_v26_26595_	Non_responder	15	Responder	49	0.133333333333333	0.571428571428571	0	0	0.351865775274498	1.20761472884912	298	0.171305032620713	0.157589281962344	64	Responder	0.637570893264012
Anaerotruncus_colihominis__ref_mOTU_v25_03438_	Non_responder	15	Responder	49	0.4	0.489795918367347	0	0	1.2983506020002	0.915661167763305	301.5	0.0377583268199166	0.188084379327106	64	Responder	0.637570893264012
Clostridiales_species_incertae_sedis__ext_mOTU_v26_26617_	Non_responder	15	Responder	49	0.133333333333333	0.693877551020408	0	0	0.351865775274498	1.4318414954272	303.5	0.185033257465598	0.184885517568554	64	Responder	0.637570893264012
Clostridiales_species_incertae_sedis__meta_mOTU_v25_12473_	Non_responder	15	Responder	49	0.4	0.653061224489796	0	0	0.9102589898328	4.0028688691579	411.5	0.0304377433778411	0.203158089508141	64	Responder	0.637570893264012
Clostridiales_species_incertae_sedis__ext_mOTU_v26_16181_	Non_responder	15	Responder	49	0.333333333333333	0.714285714285714	0	0	0.723746864455746	1.09924216318941	294	0.156483035177963	0.17519246018333	64	Responder	0.637570893264012
Intestinibacter_bartlettii__ref_mOTU_v25_03687_	Non_responder	15	Responder	49	0.666666666666667	0.73469387755102	0	0	1.79947082168487	1.13239256672325	291.5	0.0221182937767788	0.174283695465078	64	Responder	0.637570893264012
Mogibacterium_sp__BX12__mags_db_all_26_	Non_responder	15	Responder	49	0.266666666666667	0.877551020408163	0	0	0.593616839704664	1.67869807019736	293.5	0.170876574928124	0.166507484792945	64	Responder	0.637570893264012
Faecalibacterium_species_incertae_sedis__ext_mOTU_v26_18129_	Non_responder	15	Responder	49	0.4	1	0	0	1.12122382116278	1.89296944860009	304.5	0.144937871001751	0.202245159003648	64	Responder	0.637570893264012
Clostridiales_species_incertae_sedis__meta_mOTU_v25_12434_	Non_responder	15	Responder	49	0.266666666666667	1.04081632653061	0	0	0.593616839704664	2.44062136618141	299	0.150849685140013	0.194905593817725	64	Responder	0.637570893264012
Lentisphaerae_bacterium_ADurb_Bin242__meta_mOTU_v25_12416_	Non_responder	15	Responder	49	1.6	0.693877551020408	0	0	2.87352446607696	2.45122487776225	429	0.149835916085801	0.192616278721671	64	Responder	0.637570893264012
Firmicutes_bacterium_CAG_272__ref_mOTU_v25_07736_	Non_responder	15	Responder	49	2.13333333333333	0.530612244897959	0	0	4.40562411123825	1.60859722553957	430	0.261260670854059	0.173803691850831	64	Responder	0.637570893264012
Clostridium_sp__CAG_167__ref_mOTU_v25_07613_	Non_responder	15	Responder	49	0.4	1.16326530612245	0	0	1.2983506020002	2.76395654493932	296	0.128802053081825	0.15537723236143	64	Responder	0.637570893264012
Clostridium__clostridioforme_bolteae__ref_mOTU_v25_03442_	Non_responder	15	Responder	49	0.8	1.18367346938776	1	0	1.08232553856433	5.69236868311337	444	0.0325215316564213	0.161045419001343	64	Non_responder	0.637570893264012
Sutterellaceae_species_incertae_sedis__ext_mOTU_v26_17688_	Non_responder	15	Responder	49	0.2	1.42857142857143	0	0	0.414039335605413	2.84312035153866	301.5	0.204571777121467	0.198341360675012	64	Responder	0.637570893264012
Eggerthella_lenta__ref_mOTU_v25_00719_	Non_responder	15	Responder	49	1.4	1.08163265306122	1	0	3.04255531702266	2.67579220896882	436	0.0491442808498868	0.206778547406285	64	Non_responder	0.637570893264012
Clostridiales_species_incertae_sedis__meta_mOTU_v25_12690_	Non_responder	15	Responder	49	0.2	1.46938775510204	0	0	0.774596669241483	3.64635686231435	308	0.165493804596018	0.169664070084239	64	Responder	0.637570893264012
Bacteroides_finegoldii__ref_mOTU_v25_03474_	Non_responder	15	Responder	49	0.333333333333333	1.51020408163265	0	0	1.04653623694457	3.51853691764295	300.5	0.158217495675838	0.17460159226881	64	Responder	0.637570893264012
Eubacterium_species_incertae_sedis__meta_mOTU_v25_12260_	Non_responder	15	Responder	49	0.466666666666667	1.87755102040816	0	1	0.743223352957207	3.50376376832367	284	0.190536770805814	0.150477608745236	64	Responder	0.637570893264012
Clostridium_species_incertae_sedis__ext_mOTU_v26_17477_	Non_responder	15	Responder	49	0.8	1.77551020408163	0	1	1.52127765851133	3.26129643267347	288	0.139368951005996	0.168784313549226	64	Responder	0.637570893264012
Parasutterella_excrementihominis__ref_mOTU_v25_03674_	Non_responder	15	Responder	49	0.4	2.42857142857143	0	0	0.632455532033676	4.65922024949812	290.5	0.206131851383976	0.17831978067149	64	Responder	0.637570893264012
Bacteroides_clarus__ref_mOTU_v25_01578_	Non_responder	15	Responder	49	6.66666666666667	0.836734693877551	0	0	15.4488403016753	1.86354208850948	438.5	0.313947132838672	0.17343958790493	64	Responder	0.637570893264012
Sutterella_wadsworthensis__ref_mOTU_v25_04772_	Non_responder	15	Responder	49	4.46666666666667	2.20408163265306	0	0	10.6359677285995	6.93415337248876	440	0.121035761307273	0.170982457851604	64	Responder	0.637570893264012
Bacteroides_caecimuris__ref_mOTU_v25_03476_	Non_responder	15	Responder	49	0.333333333333333	4.22448979591837	0	0	0.816496580927726	10.1658441732648	293	0.182420120408369	0.153364805073175	64	Responder	0.637570893264012
Firmicutes_bacterium_CAG_102__ref_mOTU_v25_07726_	Non_responder	15	Responder	49	3.8	6.40816326530612	2	4	4.26279586321332	8.3239573104457	287.5	0.14498583071038	0.204072885458948	64	Responder	0.637570893264012
Butyricicoccus_species_incertae_sedis__meta_mOTU_v25_12617_	Non_responder	15	Responder	49	3.86666666666667	7.75510204081633	0	3	7.15009157450515	10.4393698170374	287	0.167115842191957	0.18721159132984	64	Responder	0.637570893264012
Roseburia_hominis__ref_mOTU_v25_00861_	Non_responder	15	Responder	49	3.33333333333333	8.42857142857143	2	3	4.06494889559629	14.4625954332778	286.5	0.166637043888979	0.196587207875363	64	Responder	0.637570893264012
Ruminococcus_callidus__ref_mOTU_v25_11153_	Non_responder	15	Responder	49	3.26666666666667	11.3469387755102	0	0	12.3777834772436	28.5967298687048	300.5	0.132334230169997	0.174953436381427	64	Responder	0.637570893264012
Faecalibacterium_prausnitzii__ref_mOTU_v25_06112_	Non_responder	15	Responder	49	0.8	12.5918367346939	0	0	2.39642591015394	32.171363021163	306	0.174950481456446	0.192856667169513	64	Responder	0.637570893264012
Holdemanella_biformis__meta_mOTU_v25_12329_	Non_responder	15	Responder	49	7.26666666666667	11.1020408163265	0	2	17.1191900119914	19.5408172146143	283	0.0857796035168249	0.157174786569637	64	Responder	0.637570893264012
Ruminococcus__torques__ref_mOTU_v25_03660_	Non_responder	15	Responder	49	16.5333333333333	20.3061224489796	8	16	18.8219729748681	17.1174911538274	283	0.0915769271102173	0.182354135577815	64	Responder	0.637570893264012
Blautia_massiliensis__ref_mOTU_v25_03342_	Non_responder	15	Responder	49	15	24.265306122449	13	15	13.8821570987468	25.2988599135449	285	0.167950074474373	0.193350787143362	64	Responder	0.637570893264012
Coprococcus_eutactus__ref_mOTU_v25_02378_	Non_responder	15	Responder	49	11.9333333333333	27.9183673469388	0	1	25.5914792367266	54.6606335852922	284.5	0.1362882601327	0.164734760714136	64	Responder	0.637570893264012
Clostridium__spiroforme__ref_mOTU_v25_11181_	Non_responder	15	Responder	49	0.133333333333333	0.408163265306122	0	0	0.351865775274498	0.761532647224737	307.5	0.167491785151638	0.212302512491422	64	Responder	0.647747096712054
Clostridium__saccharolyticum__ref_mOTU_v25_03601_	Non_responder	15	Responder	49	0.0666666666666667	0.428571428571429	0	0	0.258198889747161	1.38443731048635	315.5	0.125214904608841	0.213360483532373	64	Responder	0.647747096712054
Oscillibacter_species_incertae_sedis__ext_mOTU_v26_17930_	Non_responder	15	Responder	49	0.666666666666667	0.877551020408163	0	1	1.11269728052837	0.904448567296313	295	0.0938263076197898	0.217389832710897	64	Responder	0.651310920896347
Clostridiales_species_incertae_sedis__meta_mOTU_v25_12445_	Non_responder	15	Responder	49	1.13333333333333	2.3469387755102	0	1	1.59761727343596	3.58556725177576	292	0.157672198933196	0.217185771177423	64	Responder	0.651310920896347
Clostridiales_species_incertae_sedis__meta_mOTU_v25_13662_	Non_responder	15	Responder	49	2.66666666666667	4.14285714285714	2	3	2.87020822207993	4.07737660757502	290	0.162028634027885	0.218388277223627	64	Responder	0.651310920896347
Clostridiales_species_incertae_sedis__meta_mOTU_v25_13774_	Non_responder	15	Responder	49	2.53333333333333	0.897959183673469	0	0	6.34560215162176	1.92835095741568	432.5	0.197778423049778	0.220198792169662	64	Responder	0.652870103099523
Anaerotruncus_rubiinfantis__ref_mOTU_v25_09169_	Non_responder	15	Responder	49	0.2	0.387755102040816	0	0	0.414039335605413	0.532929268704747	304.5	0.155706891521714	0.224959465221735	64	Responder	0.657733224485428
Clostridiales_species_incertae_sedis__meta_mOTU_v25_12382_	Non_responder	15	Responder	49	0.666666666666667	0.428571428571429	0	0	2.58198889747161	0.957427107756338	315	0.0681506063971876	0.225730929113342	64	Responder	0.657733224485428
Butyricicoccus_species_incertae_sedis__meta_mOTU_v25_12336_	Non_responder	15	Responder	49	0.4	2.42857142857143	0	0	1.2983506020002	5.12754002097172	310	0.186823760310989	0.223685568960235	64	Responder	0.657733224485428
Clostridiales_sp___ref_mOTU_v25_03658_	Non_responder	15	Responder	49	8.26666666666667	12.0612244897959	4	7	10.579404970215	18.3705019021271	291	0.0952777660121995	0.22746070355679	64	Responder	0.658986152590243
Sutterella_species_incertae_sedis__ext_mOTU_v26_26637_	Non_responder	15	Responder	49	0.733333333333333	0.306122448979592	0	0	1.43759057685652	0.870921007531994	417	0.174914393390669	0.237271200590359	64	Responder	0.65900127652136
Clostridiales_species_incertae_sedis__ext_mOTU_v26_26505_	Non_responder	15	Responder	49	1.13333333333333	0.591836734693878	0	0	1.35576371027375	0.887843063904004	434	0.222533274867758	0.2363744248257	64	Responder	0.65900127652136
Clostridiales_species_incertae_sedis__meta_mOTU_v25_13176_	Non_responder	15	Responder	49	0.2	0.897959183673469	0	0	0.774596669241483	2.73286249470514	317.5	0.121593389947115	0.232581153662762	64	Responder	0.65900127652136
uncultured_Clostridium_sp___ref_mOTU_v25_06391_	Non_responder	15	Responder	49	0.6	1.04081632653061	0	1	0.828078671210825	1.20691037490827	297	0.163925969449707	0.233982192491893	64	Responder	0.65900127652136
Rikenellaceae_sp___ref_mOTU_v25_03593_	Non_responder	15	Responder	49	0.133333333333333	1.71428571428571	0	0	0.516397779494322	7.44143803306861	317.5	0.102480516464308	0.232457326444802	64	Responder	0.65900127652136
Ruminococcaceae_bacterium_D16__ref_mOTU_v25_11463_	Non_responder	15	Responder	49	0.133333333333333	2.10204081632653	0	0	0.351865775274498	5.91342011148929	312	0.159387424383882	0.239556322115589	64	Responder	0.65900127652136
Roseburia_species_incertae_sedis__meta_mOTU_v25_12537_	Non_responder	15	Responder	49	0.8	2.12244897959184	0	0	2.39642591015394	5.63335547232296	309	0.110345166442286	0.236689998627967	64	Responder	0.65900127652136
Eggerthella_sp__CAG_298__mags_db_all_15_	Non_responder	15	Responder	49	3	1.73469387755102	0	0	5.41162769282166	4.31941117806236	430.5	0.116921892966929	0.241972967589328	64	Responder	0.65900127652136
Desulfovibrio_piger__ref_mOTU_v25_06282_	Non_responder	15	Responder	49	1.4	3.28571428571429	0	0	3.81350981942582	6.97913557207004	311	0.124765626497111	0.243063587198213	64	Responder	0.65900127652136
Bifidobacterium_pseudocatenulatum__ref_mOTU_v25_02700_	Non_responder	15	Responder	49	1	3.51020408163265	0	0	3.35942171894424	10.3925503145675	310.5	0.114698948426617	0.238881758972193	64	Responder	0.65900127652136
Oscillibacter_species_incertae_sedis__meta_mOTU_v25_12353_	Non_responder	15	Responder	49	3.4	9.36734693877551	0	0	11.8188711087698	23.9397628413057	305.5	0.116083107240824	0.235475444323963	64	Responder	0.65900127652136
Bacteroides_rodentium_uniformis__ref_mOTU_v25_00855_	Non_responder	15	Responder	49	16.6666666666667	30.1224489795918	5	9	24.3506135641873	42.6573717022535	293.5	0.144724628742559	0.243049366664258	64	Responder	0.65900127652136
Clostridiales_species_incertae_sedis__meta_mOTU_v25_13847_	Non_responder	15	Responder	49	0.466666666666667	0.183673469387755	0	0	1.06009882737862	0.486204234682432	413.5	0.179817083931059	0.271580046778728	64	Responder	0.665695674332894
Dielma_fastidiosa__ref_mOTU_v25_01061_	Non_responder	15	Responder	49	0.4	0.224489795918367	0	0	0.828078671210825	0.770965469461532	414	0.0951248801436411	0.265901996139276	64	Responder	0.665695674332894
Clostridiales_species_incertae_sedis__meta_mOTU_v25_13392_	Non_responder	15	Responder	49	0.2	0.285714285714286	0	0	0.414039335605413	1.17260393995586	406.5	0.0348250246354891	0.259933351316431	64	Responder	0.665695674332894
Prevotellaceae_species_incertae_sedis__ext_mOTU_v26_26669_	Non_responder	15	Responder	49	0.2	0.408163265306122	0	0	0.774596669241483	0.955649154304261	319.5	0.0963809406173529	0.251761317955959	64	Responder	0.665695674332894
Ruminococcaceae_species_incertae_sedis__meta_mOTU_v25_12898_	Non_responder	15	Responder	49	0.6	0.306122448979592	0	0	0.9102589898328	0.54787778566685	425	0.190159707313916	0.258645193729916	64	Responder	0.665695674332894
Oscillibacter_species_incertae_sedis__meta_mOTU_v25_12663_	Non_responder	15	Responder	49	0.933333333333333	0.224489795918367	0	0	2.25092573548455	0.918905737876329	408.5	0.220118664025467	0.263855638805474	64	Responder	0.665695674332894
Bifidobacterium_species_incertae_sedis__ext_mOTU_v26_26736_	Non_responder	15	Responder	49	1	0.428571428571429	0	0	1.77281052085584	1.42886901662352	415.5	0.159144502122273	0.268694333470948	64	Responder	0.665695674332894
Clostridiales_species_incertae_sedis__ext_mOTU_v26_17865_	Non_responder	15	Responder	49	0.466666666666667	1	0	0	1.06009882737862	1.87082869338697	306.5	0.131132969214356	0.267846863266552	64	Responder	0.665695674332894
Pseudoflavonifractor_species_incertae_sedis__meta_mOTU_v25_14283_	Non_responder	15	Responder	49	0.533333333333333	1.20408163265306	0	0	0.915475416434127	1.69533172561123	305.5	0.181227792072452	0.271550174134033	64	Responder	0.665695674332894
Alistipes_species_incertae_sedis__ext_mOTU_v26_33183_	Non_responder	15	Responder	49	0.466666666666667	1.55102040816327	0	0	0.833809387832792	2.76180213274017	306	0.184769223870099	0.265150513158334	64	Responder	0.665695674332894
Clostridiales_species_incertae_sedis__meta_mOTU_v25_13659_	Non_responder	15	Responder	49	0.8	1.63265306122449	0	0	2.07708587070581	3.01174006701981	305	0.124735629685385	0.257576899320763	64	Responder	0.665695674332894
Ruminococcus__torques__ref_mOTU_v25_03703_	Non_responder	15	Responder	49	1	2.48979591836735	0	1	2.26778683805536	4.09329965196983	300.5	0.166809752318884	0.258244148725371	64	Responder	0.665695674332894
Dorea_longicatena__ref_mOTU_v25_03693_	Non_responder	15	Responder	49	0.4	2.83673469387755	0	0	1.12122382116278	6.24615528003531	316.5	0.185132285028635	0.268478810377275	64	Responder	0.665695674332894
Senegalimassilia_anaerobia__ref_mOTU_v25_06538_	Non_responder	15	Responder	49	2	2.73469387755102	0	1	3.83592045202787	4.36737674031411	298.5	0.0735586877667554	0.248167046219257	64	Responder	0.665695674332894
Bacteroides_cellulosilyticus_fragilis__ref_mOTU_v25_01597_	Non_responder	15	Responder	49	0.266666666666667	5.71428571428571	0	0	0.593616839704664	30.0215200592286	310	0.0877119690033943	0.268596067652773	64	Responder	0.665695674332894
Blautia_obeum__ref_mOTU_v25_05140_	Non_responder	15	Responder	49	3.86666666666667	6.81632653061224	3	3	5.54032833821589	8.81209743616636	295.5	0.152003673582063	0.252445667049823	64	Responder	0.665695674332894
Bilophila_wadsworthia__ref_mOTU_v25_04300_	Non_responder	15	Responder	49	5.86666666666667	7.18367346938776	1	3	10.3913883760041	10.674489584573	296	0.0529226947419379	0.255205951105857	64	Responder	0.665695674332894
Firmicutes_sp___ref_mOTU_v25_02374_	Non_responder	15	Responder	49	3.86666666666667	9.06122448979592	0	1	6.52321860375543	18.5992922841002	300	0.131987881051072	0.27248889553876	64	Responder	0.665695674332894
Faecalibacterium_species_incertae_sedis__meta_mOTU_v25_12403_	Non_responder	15	Responder	49	14.8	20.3265306122449	1	11	29.0546283502548	29.2840882243114	296	0.080462379089754	0.252989173501922	64	Responder	0.665695674332894
Clostridiales_species_incertae_sedis__meta_mOTU_v25_12301_	Non_responder	15	Responder	49	12.8666666666667	24.1224489795918	4	7	17.4596132614126	45.2127529267007	298	0.117440795396828	0.273105917675034	64	Responder	0.665695674332894
Ruminococcaceae_species_incertae_sedis__meta_mOTU_v25_12259_	Non_responder	15	Responder	49	32.4666666666667	40.3877551020408	16	30	38.3328778440848	40.344256265365	295	0.0844660313781338	0.2534050782396	64	Responder	0.665695674332894
uncultured_Clostridium_sp___ref_mOTU_v25_11607_	Non_responder	15	Responder	49	0.266666666666667	1.04081632653061	0	0	0.457737708217063	3.71909029912709	309	0.100280050603128	0.279056537783984	64	Responder	0.67052921638142
Clostridiales_species_incertae_sedis__meta_mOTU_v25_13922_	Non_responder	15	Responder	49	1.86666666666667	1.46938775510204	0	0	3.92549663221404	4.14378068523745	417.5	0.041385454409441	0.27798806073426	64	Responder	0.67052921638142
Clostridium_sp__CAG_7__ref_mOTU_v25_07647_	Non_responder	15	Responder	49	9.53333333333333	4.08163265306122	2	2	14.1868483697637	5.92957535963396	435	0.263294243572815	0.276901390148875	64	Responder	0.67052921638142
Clostridium_sp___ref_mOTU_v25_03622_	Non_responder	15	Responder	49	0.333333333333333	1.26530612244898	0	0	1.04653623694457	3.54010069421338	316.5	0.12515613412798	0.280820527429215	64	Responder	0.671584940597227
Clostridiales_Family_XIII__Incertae_Sedis_species_incertae_sedis__ext_mOTU_v26_16322_	Non_responder	15	Responder	49	0.333333333333333	0.183673469387755	0	0	0.617213399848368	0.486204234682432	412.5	0.122268521951483	0.282216411920789	64	Responder	0.671754557952301
Oscillibacter_sp___ref_mOTU_v25_04664_	Non_responder	15	Responder	49	16.5333333333333	28.5714285714286	13	13	19.6463979492667	35.2999055711674	300	0.156510548316878	0.285622182938825	64	Responder	0.676684330607403
Oscillibacter_species_incertae_sedis__ext_mOTU_v26_17772_	Non_responder	15	Responder	49	0.4	0.693877551020408	0	0	0.9102589898328	1.31028116627458	312	0.101376800300156	0.293982479306142	64	Responder	0.693251707014949
Alistipes_senegalensis__ref_mOTU_v25_01017_	Non_responder	15	Responder	49	1.13333333333333	1.53061224489796	0	1	2.06559111797729	2.37260441301964	306	0.0733371480264575	0.297675174648233	64	Responder	0.694363388878636
Senegalimassilia_anaerobia__mags_db_all_14_	Non_responder	15	Responder	49	1.26666666666667	2.87755102040816	0	1	1.90737915425729	4.91016230664028	305.5	0.153935225151946	0.296627509407289	64	Responder	0.694363388878636
Adlercreutzia_equolifaciens__mags_db_all_3_	Non_responder	15	Responder	49	0.866666666666667	3.06122448979592	0	1	2.03071650503204	8.18130023097721	307	0.127946690687735	0.298562561687461	64	Responder	0.694363388878636
Massilimaliae_massiliensis__ref_mOTU_v25_10172_	Non_responder	15	Responder	49	0.2	0.122448979591837	0	0	0.414039335605413	0.389050824723052	402	0.0835732806314102	0.347389692195455	64	Responder	0.696152466178243
Clostridiales_species_incertae_sedis__ext_mOTU_v26_33163_	Non_responder	15	Responder	49	0.266666666666667	0.122448979591837	0	0	0.593616839704664	0.389050824723052	404.5	0.137494697411296	0.313427625467983	64	Responder	0.696152466178243
Clostridiales_species_incertae_sedis__ext_mOTU_v26_18262_	Non_responder	15	Responder	49	0.133333333333333	0.346938775510204	0	0	0.351865775274498	0.723159168975592	323.5	0.137307164133363	0.338202151009445	64	Responder	0.696152466178243
Clostridium_species_incertae_sedis__ext_mOTU_v26_17403_	Non_responder	15	Responder	49	0.133333333333333	0.408163265306122	0	0	0.351865775274498	0.911006022367095	322.5	0.14184796343143	0.327790709914659	64	Responder	0.696152466178243
Clostridiales_species_incertae_sedis__meta_mOTU_v25_13304_	Non_responder	15	Responder	49	0.133333333333333	0.448979591836735	0	0	0.351865775274498	1.06186205337989	321.5	0.140571470597219	0.317495801191788	64	Responder	0.696152466178243
Christensenella_massiliensis__ref_mOTU_v25_10002_	Non_responder	15	Responder	49	0.466666666666667	0.408163265306122	0	0	0.639940473422184	0.911006022367095	415	0.0291264816052392	0.344835779106184	64	Responder	0.696152466178243
Ruminococcaceae_species_incertae_sedis__ext_mOTU_v26_26965_	Non_responder	15	Responder	49	0.266666666666667	0.530612244897959	0	0	0.593616839704664	3.14312769398258	404	0.0405094193951999	0.320119492281362	64	Responder	0.696152466178243
Oscillibacter_species_incertae_sedis__ext_mOTU_v26_16336_	Non_responder	15	Responder	49	0.266666666666667	0.530612244897959	0	0	0.593616839704664	0.915196718751551	317.5	0.130937692435339	0.329269175054112	64	Responder	0.696152466178243
Streptococcus_sp___ref_mOTU_v25_00283_	Non_responder	15	Responder	49	0.533333333333333	0.489795918367347	1	0	0.516397779494322	0.892619015864548	420.5	0.0225876975726313	0.332809172149464	64	Non_responder	0.696152466178243
Clostridium_sp___ref_mOTU_v25_03676_	Non_responder	15	Responder	49	0.266666666666667	0.571428571428571	0	0	0.703731550548997	1.76776695296637	320.5	0.0815203632244924	0.330680379942185	64	Responder	0.696152466178243
Clostridium__glycyrrhizinilyticum__ref_mOTU_v25_03672_	Non_responder	15	Responder	49	0.666666666666667	0.489795918367347	0	0	1.23442679969674	1.76920943950012	413	0.045352860031872	0.345534479012187	64	Responder	0.696152466178243
Clostridiales_species_incertae_sedis__meta_mOTU_v25_12587_	Non_responder	15	Responder	49	0.466666666666667	0.673469387755102	0	0	1.55226409142382	1.34455313366624	321	0.06321170927053	0.325864395753682	64	Responder	0.696152466178243
Oscillibacter_species_incertae_sedis__ext_mOTU_v26_26398_	Non_responder	15	Responder	49	0.133333333333333	0.795918367346939	0	0	0.351865775274498	1.97884216817072	325	0.159644617953997	0.343420489938942	64	Responder	0.696152466178243
Clostridiales_Family_XIII__Incertae_Sedis_species_incertae_sedis__ext_mOTU_v26_17436_	Non_responder	15	Responder	49	0.6	0.795918367346939	0	0	1.12122382116278	1.13614098004192	314.5	0.0736485379546474	0.346436905415739	64	Responder	0.696152466178243
Parabacteroides_species_incertae_sedis__ext_mOTU_v26_26659_	Non_responder	15	Responder	49	0.466666666666667	0.897959183673469	0	0	0.833809387832792	1.35776927898888	311	0.144752782076418	0.305802107091338	64	Responder	0.696152466178243
Clostridiales_species_incertae_sedis__meta_mOTU_v25_14425_	Non_responder	15	Responder	49	0.6	1.14285714285714	0	0	0.985610760609162	1.81429508808977	312	0.137981191720773	0.333935827695445	64	Responder	0.696152466178243
Clostridiales_species_incertae_sedis__meta_mOTU_v25_13006_	Non_responder	15	Responder	49	1	1.16326530612245	0	1	2.10441712323661	1.66266526466181	311.5	0.0393106813770719	0.342178641597256	64	Responder	0.696152466178243
Clostridiales_species_incertae_sedis__meta_mOTU_v25_12323_	Non_responder	15	Responder	49	0.866666666666667	1.44897959183673	0	0	3.09069263311332	3.83547706990167	319	0.0674036643533122	0.304979684233024	64	Responder	0.696152466178243
Blautia_sp___ref_mOTU_v25_03597_	Non_responder	15	Responder	49	0.333333333333333	1.63265306122449	0	0	0.899735410842437	4.07581217648203	322.5	0.151812017600474	0.329469055576853	64	Responder	0.696152466178243
Flavonifractor_species_incertae_sedis__ext_mOTU_v26_17316_	Non_responder	15	Responder	49	0.733333333333333	1.53061224489796	0	1	1.03279555898864	3.17609587922241	306.5	0.119119076859623	0.307234296983259	64	Responder	0.696152466178243
Ruminococcaceae_species_incertae_sedis__meta_mOTU_v25_13455_	Non_responder	15	Responder	49	1.93333333333333	1.28571428571429	0	1	4.97804704487135	2.02072594216369	307.5	0.0930384337773611	0.306563858341551	64	Responder	0.696152466178243
Eggerthellales_species_incertae_sedis__meta_mOTU_v25_13811_	Non_responder	15	Responder	49	2.26666666666667	1.55102040816327	0	0	8.50602027697918	5.01273887414936	321	0.051012131132931	0.325854337913134	64	Responder	0.696152466178243
Clostridiales_species_incertae_sedis__meta_mOTU_v25_12776_	Non_responder	15	Responder	49	2.66666666666667	1.59183673469388	2	1	2.81999662276056	1.91396585813918	429.5	0.208495484065452	0.312155815206374	64	Non_responder	0.696152466178243
Clostridiales_species_incertae_sedis__meta_mOTU_v25_13200_	Non_responder	15	Responder	49	1.73333333333333	2.40816326530612	0	1	3.12745141943922	3.45759048656562	308.5	0.0847953030291305	0.336870900514067	64	Responder	0.696152466178243
Tyzzerella_nexilis__ref_mOTU_v25_03689_	Non_responder	15	Responder	49	1.6	3.42857142857143	0	0	5.1241724070471	17.4272296517069	410	0.0502263961504468	0.311008186569483	64	Responder	0.696152466178243
Clostridiales_species_incertae_sedis__meta_mOTU_v25_12873_	Non_responder	15	Responder	49	2	5.40816326530612	0	0	4.0178174601215	11.7666873831503	313	0.13691247656786	0.344893934876086	64	Responder	0.696152466178243
