"Discrete"	"Continuous"	"Mean.Axial"	"Mean.HC"	"Mean.Peripheral"	"SD.Axial"	"SD.HC"	"SD.Peripheral"	"N.Axial"	"N.HC"	"N.Peripheral"	"Kruskal.Wallis.chi.squared"	"Effsize_eta2"	"p.value"	"Total_N"	"p.adjust"
"Diagnosis"	"Richness"	145.985714285714	147.375	143	4.02705652617521	3.03557961347476	3.24037034920393	70	40	5	7.49990256481166	0.0491062729001041	0.0235188916119165	115	0.0540090158717489
"Diagnosis"	"InvSimpson"	61.7484260080446	60.5146423672441	62.4871934027589	3.35795904159272	2.87698999593897	3.38333048255341	70	40	5	4.73924180766761	0.0244575161398894	0.0935161711810925	115	0.0935161711810925
"Diagnosis"	"Pielou"	0.883263598534915	0.879519518455363	0.885890037705187	0.00754150760366971	0.00632269883279875	0.00771836296658065	70	40	5	6.64813878774891	0.0415012391763295	0.0360060105811659	115	0.0540090158717489
