"Discrete"	"Continuous"	"Mean.HC"	"Mean.SpAHigh"	"Mean.SpALow"	"SD.HC"	"SD.SpAHigh"	"SD.SpALow"	"N.HC"	"N.SpAHigh"	"N.SpALow"	"Kruskal.Wallis.chi.squared"	"Effsize_eta2"	"p.value"	"Total_N"	"p.adjust"
"Disease_activity"	"Richness"	147.375	145.707692307692	146.904761904762	3.03557961347476	4.08014658484792	3.22342615713098	40	65	21	3.33493228026089	0.0108531079696007	0.188724662149715	126	0.215833283877571
"Disease_activity"	"InvSimpson"	60.5146423672441	61.5329475405591	61.4720743075701	2.87698999593897	3.55319128165975	2.66367856662456	40	65	21	3.06649800643049	0.0086707154994349	0.215833283877571	126	0.215833283877571
"Disease_activity"	"Pielou"	0.879519518455363	0.882515923612352	0.882831461811741	0.00632269883279875	0.00796386495017163	0.00644600545646743	40	65	21	4.13255849886895	0.0173378739745443	0.126656162065013	126	0.215833283877571
